cell_id,cell_state,dataset,n_genes,n_tokens,label
7681,activated,PERIHEART,2048,2048,1
7685,activated,PERIHEART,2048,2048,1
7688,activated,PERIHEART,2048,2048,1
7691,activated,PERIHEART,2048,2048,1
7694,activated,PERIHEART,2048,2048,1
7695,activated,PERIHEART,2048,2048,1
7700,activated,PERIHEART,2048,2048,1
7715,activated,PERIHEART,1989,1989,1
7716,activated,PERIHEART,2048,2048,1
7723,activated,PERIHEART,1220,1220,1
7725,activated,PERIHEART,2048,2048,1
7726,activated,PERIHEART,2048,2048,1
7729,activated,PERIHEART,2048,2048,1
7735,activated,PERIHEART,2048,2048,1
7737,activated,PERIHEART,1938,1938,1
7742,activated,PERIHEART,2048,2048,1
7755,activated,PERIHEART,1840,1840,1
7756,activated,PERIHEART,1646,1646,1
7759,activated,PERIHEART,2048,2048,1
7769,activated,PERIHEART,1444,1444,1
7770,activated,PERIHEART,2048,2048,1
7781,activated,PERIHEART,1726,1726,1
7782,activated,PERIHEART,2048,2048,1
7784,activated,PERIHEART,2048,2048,1
7785,activated,PERIHEART,1464,1464,1
7789,activated,PERIHEART,2048,2048,1
7790,activated,PERIHEART,2048,2048,1
7793,activated,PERIHEART,1655,1655,1
7794,activated,PERIHEART,2048,2048,1
7795,activated,PERIHEART,2008,2008,1
7810,activated,PERIHEART,2048,2048,1
7831,activated,PERIHEART,1401,1401,1
7834,activated,PERIHEART,2048,2048,1
7836,activated,PERIHEART,1527,1527,1
7840,activated,PERIHEART,2048,2048,1
7844,activated,PERIHEART,2048,2048,1
7851,activated,PERIHEART,2048,2048,1
7857,activated,PERIHEART,1103,1103,1
7864,activated,PERIHEART,2048,2048,1
7875,activated,PERIHEART,1470,1470,1
7877,activated,PERIHEART,1831,1831,1
7880,activated,PERIHEART,2009,2009,1
7899,activated,PERIHEART,2045,2045,1
7901,activated,PERIHEART,2048,2048,1
7902,activated,PERIHEART,2048,2048,1
7904,activated,PERIHEART,1377,1377,1
7906,activated,PERIHEART,1435,1435,1
7907,activated,PERIHEART,2048,2048,1
7912,activated,PERIHEART,1905,1905,1
7915,activated,PERIHEART,1998,1998,1
7924,activated,PERIHEART,2048,2048,1
7930,activated,PERIHEART,2048,2048,1
7933,activated,PERIHEART,2048,2048,1
7935,activated,PERIHEART,2048,2048,1
7936,activated,PERIHEART,2048,2048,1
7938,activated,PERIHEART,2048,2048,1
7940,activated,PERIHEART,1718,1718,1
7942,activated,PERIHEART,2048,2048,1
7944,activated,PERIHEART,2048,2048,1
7947,activated,PERIHEART,2048,2048,1
7951,activated,PERIHEART,1292,1292,1
7956,activated,PERIHEART,2048,2048,1
7957,activated,PERIHEART,2048,2048,1
7966,activated,PERIHEART,2048,2048,1
7971,activated,PERIHEART,2048,2048,1
7978,activated,PERIHEART,2048,2048,1
7979,activated,PERIHEART,1754,1754,1
7986,activated,PERIHEART,2048,2048,1
7989,activated,PERIHEART,1685,1685,1
7991,activated,PERIHEART,1892,1892,1
7994,activated,PERIHEART,1916,1916,1
7995,activated,PERIHEART,1565,1565,1
7999,activated,PERIHEART,1979,1979,1
8007,activated,PERIHEART,2048,2048,1
8009,activated,PERIHEART,2048,2048,1
8010,activated,PERIHEART,1935,1935,1
8016,activated,PERIHEART,2048,2048,1
8027,activated,PERIHEART,2048,2048,1
8033,activated,PERIHEART,2048,2048,1
8042,activated,PERIHEART,2048,2048,1
8047,activated,PERIHEART,1820,1820,1
8048,activated,PERIHEART,2048,2048,1
8052,activated,PERIHEART,2048,2048,1
8059,activated,PERIHEART,2048,2048,1
8062,activated,PERIHEART,1272,1272,1
8065,activated,PERIHEART,1934,1934,1
8070,activated,PERIHEART,2048,2048,1
8073,activated,PERIHEART,2048,2048,1
8079,activated,PERIHEART,2048,2048,1
8081,activated,PERIHEART,1894,1894,1
8089,activated,PERIHEART,1939,1939,1
8092,activated,PERIHEART,1397,1397,1
8101,activated,PERIHEART,1697,1697,1
8106,activated,PERIHEART,1581,1581,1
8110,activated,PERIHEART,2048,2048,1
8114,activated,PERIHEART,2048,2048,1
8121,activated,PERIHEART,2048,2048,1
8122,activated,PERIHEART,1808,1808,1
8126,activated,PERIHEART,1729,1729,1
8127,activated,PERIHEART,2048,2048,1
8130,activated,PERIHEART,2048,2048,1
8159,activated,PERIHEART,1452,1452,1
8164,activated,PERIHEART,1481,1481,1
8165,activated,PERIHEART,2048,2048,1
8168,activated,PERIHEART,2048,2048,1
8170,activated,PERIHEART,1556,1556,1
8186,activated,PERIHEART,1990,1990,1
8187,activated,PERIHEART,1796,1796,1
8188,activated,PERIHEART,1551,1551,1
8189,activated,PERIHEART,1867,1867,1
8216,activated,PERIHEART,1594,1594,1
8218,activated,PERIHEART,2048,2048,1
8221,activated,PERIHEART,2048,2048,1
8222,activated,PERIHEART,2023,2023,1
8225,activated,PERIHEART,1594,1594,1
8227,activated,PERIHEART,1884,1884,1
8228,activated,PERIHEART,2048,2048,1
8230,activated,PERIHEART,2048,2048,1
8232,activated,PERIHEART,1744,1744,1
8234,activated,PERIHEART,2048,2048,1
8241,activated,PERIHEART,1711,1711,1
8248,activated,PERIHEART,1492,1492,1
8260,activated,PERIHEART,1157,1157,1
8261,activated,PERIHEART,2048,2048,1
8262,activated,PERIHEART,2013,2013,1
8263,activated,PERIHEART,1604,1604,1
8264,activated,PERIHEART,1816,1816,1
8265,activated,PERIHEART,1882,1882,1
8268,activated,PERIHEART,2048,2048,1
8271,activated,PERIHEART,2005,2005,1
8274,activated,PERIHEART,2048,2048,1
8276,activated,PERIHEART,1825,1825,1
8278,activated,PERIHEART,2048,2048,1
8281,activated,PERIHEART,1771,1771,1
8288,activated,PERIHEART,2048,2048,1
8291,activated,PERIHEART,2048,2048,1
8300,activated,PERIHEART,2048,2048,1
8307,activated,PERIHEART,1196,1196,1
8311,activated,PERIHEART,2048,2048,1
8313,activated,PERIHEART,1764,1764,1
8323,activated,PERIHEART,1745,1745,1
8346,activated,PERIHEART,2048,2048,1
8349,activated,PERIHEART,2048,2048,1
8353,activated,PERIHEART,2048,2048,1
8355,activated,PERIHEART,2048,2048,1
8362,activated,PERIHEART,2048,2048,1
8363,activated,PERIHEART,2048,2048,1
8377,activated,PERIHEART,2048,2048,1
8383,activated,PERIHEART,2048,2048,1
8388,activated,PERIHEART,1797,1797,1
8395,activated,PERIHEART,1323,1323,1
8398,activated,PERIHEART,2048,2048,1
8407,activated,PERIHEART,2048,2048,1
8419,activated,PERIHEART,1606,1606,1
8426,activated,PERIHEART,2048,2048,1
8437,activated,PERIHEART,2048,2048,1
8446,activated,PERIHEART,2048,2048,1
8452,activated,PERIHEART,1654,1654,1
8456,activated,PERIHEART,1035,1035,1
8460,activated,PERIHEART,2048,2048,1
8464,activated,PERIHEART,2048,2048,1
8466,activated,PERIHEART,1969,1969,1
8469,activated,PERIHEART,2048,2048,1
8471,activated,PERIHEART,1858,1858,1
8484,activated,PERIHEART,1896,1896,1
8488,activated,PERIHEART,1874,1874,1
8491,activated,PERIHEART,2048,2048,1
8493,activated,PERIHEART,2048,2048,1
8495,activated,PERIHEART,1472,1472,1
8499,activated,PERIHEART,1923,1923,1
8513,activated,PERIHEART,1721,1721,1
8529,activated,PERIHEART,1665,1665,1
8530,activated,PERIHEART,1175,1175,1
8535,activated,PERIHEART,1677,1677,1
8536,activated,PERIHEART,2048,2048,1
8545,activated,PERIHEART,2048,2048,1
8547,activated,PERIHEART,2048,2048,1
8558,activated,PERIHEART,1962,1962,1
8566,activated,PERIHEART,2048,2048,1
8570,activated,PERIHEART,2001,2001,1
8583,activated,PERIHEART,2048,2048,1
8593,activated,PERIHEART,2048,2048,1
8594,activated,PERIHEART,2048,2048,1
8597,activated,PERIHEART,2048,2048,1
8598,activated,PERIHEART,2048,2048,1
8599,activated,PERIHEART,2048,2048,1
8605,activated,PERIHEART,2048,2048,1
8610,activated,PERIHEART,2048,2048,1
8614,activated,PERIHEART,2023,2023,1
8623,activated,PERIHEART,1329,1329,1
8626,activated,PERIHEART,2048,2048,1
8631,activated,PERIHEART,1978,1978,1
8637,activated,PERIHEART,2048,2048,1
8640,activated,PERIHEART,2048,2048,1
8650,activated,PERIHEART,2048,2048,1
8658,activated,PERIHEART,2048,2048,1
8661,activated,PERIHEART,2048,2048,1
8669,activated,PERIHEART,2021,2021,1
8671,activated,PERIHEART,2048,2048,1
8672,activated,PERIHEART,2048,2048,1
8676,activated,PERIHEART,2048,2048,1
8683,activated,PERIHEART,1675,1675,1
8684,activated,PERIHEART,1828,1828,1
8695,activated,PERIHEART,2048,2048,1
8698,activated,PERIHEART,1978,1978,1
8700,activated,PERIHEART,1422,1422,1
8712,activated,PERIHEART,2048,2048,1
8713,activated,PERIHEART,2048,2048,1
8716,activated,PERIHEART,2048,2048,1
8722,activated,PERIHEART,2048,2048,1
8727,activated,PERIHEART,2048,2048,1
8736,activated,PERIHEART,1343,1343,1
8740,activated,PERIHEART,2048,2048,1
8746,activated,PERIHEART,2048,2048,1
8749,activated,PERIHEART,1889,1889,1
8755,activated,PERIHEART,2048,2048,1
8762,activated,PERIHEART,2048,2048,1
8763,activated,PERIHEART,2048,2048,1
8767,activated,PERIHEART,2048,2048,1
8768,activated,PERIHEART,1742,1742,1
8775,activated,PERIHEART,1975,1975,1
8776,activated,PERIHEART,2048,2048,1
8778,activated,PERIHEART,2048,2048,1
8779,activated,PERIHEART,2048,2048,1
8785,activated,PERIHEART,1656,1656,1
8786,activated,PERIHEART,2048,2048,1
8788,activated,PERIHEART,2048,2048,1
8791,activated,PERIHEART,2048,2048,1
8792,activated,PERIHEART,2048,2048,1
8793,activated,PERIHEART,2048,2048,1
8803,activated,PERIHEART,1519,1519,1
8812,activated,PERIHEART,1405,1405,1
8813,activated,PERIHEART,1192,1192,1
8835,activated,PERIHEART,1771,1771,1
8836,activated,PERIHEART,1983,1983,1
8837,activated,PERIHEART,1801,1801,1
8838,activated,PERIHEART,2048,2048,1
8843,activated,PERIHEART,2048,2048,1
8849,activated,PERIHEART,2048,2048,1
8851,activated,PERIHEART,1422,1422,1
8860,activated,PERIHEART,2048,2048,1
8866,activated,PERIHEART,2048,2048,1
8874,activated,PERIHEART,1640,1640,1
8876,activated,PERIHEART,1696,1696,1
8890,activated,PERIHEART,2048,2048,1
8897,activated,PERIHEART,2048,2048,1
8901,activated,PERIHEART,2048,2048,1
8906,activated,PERIHEART,1435,1435,1
8908,activated,PERIHEART,1744,1744,1
8909,activated,PERIHEART,2048,2048,1
8913,activated,PERIHEART,2048,2048,1
8919,activated,PERIHEART,2048,2048,1
8923,activated,PERIHEART,2048,2048,1
8927,activated,PERIHEART,2048,2048,1
8934,activated,PERIHEART,2048,2048,1
8941,activated,PERIHEART,2048,2048,1
8976,activated,PERIHEART,1343,1343,1
8977,activated,PERIHEART,2048,2048,1
8980,activated,PERIHEART,1372,1372,1
8981,activated,PERIHEART,1863,1863,1
8984,activated,PERIHEART,1858,1858,1
8986,activated,PERIHEART,2048,2048,1
8989,activated,PERIHEART,2048,2048,1
8991,activated,PERIHEART,1437,1437,1
8993,activated,PERIHEART,2048,2048,1
8994,activated,PERIHEART,1685,1685,1
8997,activated,PERIHEART,2048,2048,1
9004,activated,PERIHEART,2048,2048,1
9013,activated,PERIHEART,2048,2048,1
9014,activated,PERIHEART,1730,1730,1
9015,activated,PERIHEART,1765,1765,1
9019,activated,PERIHEART,2048,2048,1
9021,activated,PERIHEART,1951,1951,1
9030,activated,PERIHEART,1708,1708,1
9031,activated,PERIHEART,2048,2048,1
9035,activated,PERIHEART,2048,2048,1
9037,activated,PERIHEART,2048,2048,1
9038,activated,PERIHEART,1443,1443,1
9041,activated,PERIHEART,1428,1428,1
9042,activated,PERIHEART,1792,1792,1
9044,activated,PERIHEART,1634,1634,1
9048,activated,PERIHEART,2048,2048,1
9052,activated,PERIHEART,2048,2048,1
9054,activated,PERIHEART,2048,2048,1
9067,activated,PERIHEART,2048,2048,1
9075,activated,PERIHEART,2048,2048,1
9077,activated,PERIHEART,1447,1447,1
9078,activated,PERIHEART,1558,1558,1
9081,activated,PERIHEART,2048,2048,1
9085,activated,PERIHEART,2048,2048,1
9095,activated,PERIHEART,2048,2048,1
9098,activated,PERIHEART,1619,1619,1
9103,activated,PERIHEART,2048,2048,1
9105,activated,PERIHEART,1463,1463,1
9115,activated,PERIHEART,1504,1504,1
9124,activated,PERIHEART,1933,1933,1
9126,activated,PERIHEART,2048,2048,1
9130,activated,PERIHEART,2048,2048,1
9135,activated,PERIHEART,2048,2048,1
9138,activated,PERIHEART,2048,2048,1
9139,activated,PERIHEART,2048,2048,1
9141,activated,PERIHEART,2048,2048,1
9142,activated,PERIHEART,1652,1652,1
9145,activated,PERIHEART,1824,1824,1
9157,activated,PERIHEART,1825,1825,1
9159,activated,PERIHEART,1929,1929,1
9161,activated,PERIHEART,1065,1065,1
9163,activated,PERIHEART,2048,2048,1
9165,activated,PERIHEART,2048,2048,1
9166,activated,PERIHEART,1518,1518,1
9170,activated,PERIHEART,2048,2048,1
9176,activated,PERIHEART,1581,1581,1
9183,activated,PERIHEART,1671,1671,1
9191,activated,PERIHEART,2048,2048,1
9193,activated,PERIHEART,2048,2048,1
9194,activated,PERIHEART,1805,1805,1
9196,activated,PERIHEART,1838,1838,1
9198,activated,PERIHEART,1637,1637,1
9204,activated,PERIHEART,2048,2048,1
9215,activated,PERIHEART,1769,1769,1
9217,activated,PERIHEART,2048,2048,1
9225,activated,PERIHEART,2048,2048,1
9227,activated,PERIHEART,1855,1855,1
9259,activated,PERIHEART,1440,1440,1
9265,activated,PERIHEART,2048,2048,1
9277,activated,PERIHEART,1582,1582,1
9283,activated,PERIHEART,1883,1883,1
9288,activated,PERIHEART,2048,2048,1
9292,activated,PERIHEART,2048,2048,1
9295,activated,PERIHEART,1892,1892,1
9315,activated,PERIHEART,1191,1191,1
9322,activated,PERIHEART,1606,1606,1
9325,activated,PERIHEART,1656,1656,1
9331,activated,PERIHEART,1509,1509,1
9332,activated,PERIHEART,2048,2048,1
9336,activated,PERIHEART,1510,1510,1
9338,activated,PERIHEART,2048,2048,1
9341,activated,PERIHEART,1681,1681,1
9344,activated,PERIHEART,1842,1842,1
9345,activated,PERIHEART,2048,2048,1
9348,activated,PERIHEART,2048,2048,1
9352,activated,PERIHEART,2015,2015,1
9356,activated,PERIHEART,2048,2048,1
9380,activated,PERIHEART,2048,2048,1
9388,activated,PERIHEART,2048,2048,1
9393,activated,PERIHEART,2048,2048,1
9395,activated,PERIHEART,1626,1626,1
9401,activated,PERIHEART,2048,2048,1
9405,activated,PERIHEART,2048,2048,1
9408,activated,PERIHEART,2048,2048,1
9409,activated,PERIHEART,2048,2048,1
9411,activated,PERIHEART,1651,1651,1
9415,activated,PERIHEART,2048,2048,1
9417,activated,PERIHEART,2048,2048,1
9419,activated,PERIHEART,1656,1656,1
9426,activated,PERIHEART,2048,2048,1
9435,activated,PERIHEART,2048,2048,1
9444,activated,PERIHEART,2028,2028,1
9449,activated,PERIHEART,1717,1717,1
9452,activated,PERIHEART,1896,1896,1
9456,activated,PERIHEART,2048,2048,1
9459,activated,PERIHEART,1820,1820,1
9461,activated,PERIHEART,2027,2027,1
9463,activated,PERIHEART,2048,2048,1
9466,activated,PERIHEART,2048,2048,1
9468,activated,PERIHEART,1701,1701,1
9474,activated,PERIHEART,2048,2048,1
9476,activated,PERIHEART,2048,2048,1
9480,activated,PERIHEART,1694,1694,1
9481,activated,PERIHEART,2048,2048,1
9486,activated,PERIHEART,2048,2048,1
9493,activated,PERIHEART,2048,2048,1
9495,activated,PERIHEART,2048,2048,1
9497,activated,PERIHEART,2048,2048,1
9502,activated,PERIHEART,2048,2048,1
9503,activated,PERIHEART,2048,2048,1
9505,activated,PERIHEART,1827,1827,1
9509,activated,PERIHEART,1764,1764,1
9516,activated,PERIHEART,2048,2048,1
9532,activated,PERIHEART,2048,2048,1
9535,activated,PERIHEART,1744,1744,1
9536,activated,PERIHEART,1755,1755,1
9538,activated,PERIHEART,2048,2048,1
9545,activated,PERIHEART,1739,1739,1
9549,activated,PERIHEART,2048,2048,1
9551,activated,PERIHEART,1495,1495,1
9559,activated,PERIHEART,2048,2048,1
9561,activated,PERIHEART,1679,1679,1
9572,activated,PERIHEART,1582,1582,1
9574,activated,PERIHEART,1893,1893,1
9575,activated,PERIHEART,2048,2048,1
9582,activated,PERIHEART,2048,2048,1
9589,activated,PERIHEART,2048,2048,1
9592,activated,PERIHEART,2033,2033,1
9593,activated,PERIHEART,2032,2032,1
9594,activated,PERIHEART,2048,2048,1
9595,activated,PERIHEART,2048,2048,1
9599,activated,PERIHEART,1565,1565,1
9603,activated,PERIHEART,1699,1699,1
9607,activated,PERIHEART,2048,2048,1
9620,activated,PERIHEART,1865,1865,1
9624,activated,PERIHEART,1953,1953,1
9626,activated,PERIHEART,1684,1684,1
9631,activated,PERIHEART,2048,2048,1
9635,activated,PERIHEART,1483,1483,1
9638,activated,PERIHEART,1845,1845,1
9645,activated,PERIHEART,1386,1386,1
9651,activated,PERIHEART,2048,2048,1
9655,activated,PERIHEART,1765,1765,1
9657,activated,PERIHEART,1576,1576,1
9661,activated,PERIHEART,1655,1655,1
9681,activated,PERIHEART,1425,1425,1
9698,activated,PERIHEART,2048,2048,1
9701,activated,PERIHEART,1047,1047,1
9708,activated,PERIHEART,2034,2034,1
9717,activated,PERIHEART,1966,1966,1
9721,activated,PERIHEART,1110,1110,1
9726,activated,PERIHEART,2044,2044,1
9740,activated,PERIHEART,773,773,1
9741,activated,PERIHEART,1778,1778,1
9743,activated,PERIHEART,2048,2048,1
9754,activated,PERIHEART,1986,1986,1
9756,activated,PERIHEART,1702,1702,1
9760,activated,PERIHEART,1863,1863,1
9766,activated,PERIHEART,2048,2048,1
9769,activated,PERIHEART,2048,2048,1
9770,activated,PERIHEART,2048,2048,1
9773,activated,PERIHEART,1364,1364,1
9783,activated,PERIHEART,1882,1882,1
9786,activated,PERIHEART,1920,1920,1
9787,activated,PERIHEART,1932,1932,1
9789,activated,PERIHEART,1432,1432,1
9790,activated,PERIHEART,1473,1473,1
9799,activated,PERIHEART,2048,2048,1
9804,activated,PERIHEART,2048,2048,1
9810,activated,PERIHEART,1840,1840,1
9819,activated,PERIHEART,1898,1898,1
9824,activated,PERIHEART,1691,1691,1
9830,activated,PERIHEART,1405,1405,1
9831,activated,PERIHEART,2048,2048,1
9834,activated,PERIHEART,1531,1531,1
9843,activated,PERIHEART,1726,1726,1
9848,activated,PERIHEART,1844,1844,1
9852,activated,PERIHEART,1722,1722,1
9853,activated,PERIHEART,2048,2048,1
9854,activated,PERIHEART,2048,2048,1
9855,activated,PERIHEART,1573,1573,1
9857,activated,PERIHEART,2028,2028,1
9866,activated,PERIHEART,1878,1878,1
9886,activated,PERIHEART,2048,2048,1
9891,activated,PERIHEART,1723,1723,1
9895,activated,PERIHEART,1364,1364,1
9901,activated,PERIHEART,1742,1742,1
9905,activated,PERIHEART,1767,1767,1
9906,activated,PERIHEART,2048,2048,1
9907,activated,PERIHEART,2048,2048,1
9909,activated,PERIHEART,1356,1356,1
9910,activated,PERIHEART,2048,2048,1
9916,activated,PERIHEART,1518,1518,1
9925,activated,PERIHEART,1785,1785,1
9928,activated,PERIHEART,1868,1868,1
9931,activated,PERIHEART,1336,1336,1
9933,activated,PERIHEART,2048,2048,1
9935,activated,PERIHEART,2048,2048,1
9937,activated,PERIHEART,1614,1614,1
9942,activated,PERIHEART,1717,1717,1
9944,activated,PERIHEART,2048,2048,1
9950,activated,PERIHEART,2048,2048,1
9953,activated,PERIHEART,1643,1643,1
9959,activated,PERIHEART,1454,1454,1
9960,activated,PERIHEART,2048,2048,1
9966,activated,PERIHEART,2048,2048,1
9967,activated,PERIHEART,1308,1308,1
9971,activated,PERIHEART,2048,2048,1
9972,activated,PERIHEART,1931,1931,1
9973,activated,PERIHEART,1869,1869,1
9985,activated,PERIHEART,2048,2048,1
9986,activated,PERIHEART,2048,2048,1
9987,activated,PERIHEART,2048,2048,1
9992,activated,PERIHEART,1524,1524,1
9994,activated,PERIHEART,2048,2048,1
10000,activated,PERIHEART,2048,2048,1
10005,activated,PERIHEART,1429,1429,1
10009,activated,PERIHEART,2048,2048,1
10012,activated,PERIHEART,1405,1405,1
10019,activated,PERIHEART,1975,1975,1
10021,activated,PERIHEART,2048,2048,1
10026,activated,PERIHEART,2048,2048,1
10032,activated,PERIHEART,2048,2048,1
10045,activated,PERIHEART,1914,1914,1
10049,activated,PERIHEART,1393,1393,1
10050,activated,PERIHEART,1611,1611,1
10057,activated,PERIHEART,2048,2048,1
10058,activated,PERIHEART,2048,2048,1
10060,activated,PERIHEART,2048,2048,1
10061,activated,PERIHEART,2048,2048,1
10062,activated,PERIHEART,2048,2048,1
10076,activated,PERIHEART,2048,2048,1
10081,activated,PERIHEART,2048,2048,1
10090,activated,PERIHEART,2048,2048,1
10092,activated,PERIHEART,2048,2048,1
10093,activated,PERIHEART,2048,2048,1
10099,activated,PERIHEART,2048,2048,1
10103,activated,PERIHEART,1534,1534,1
10104,activated,PERIHEART,2048,2048,1
10108,activated,PERIHEART,2048,2048,1
10109,activated,PERIHEART,2048,2048,1
10110,activated,PERIHEART,2048,2048,1
10111,activated,PERIHEART,1677,1677,1
10120,activated,PERIHEART,2023,2023,1
10124,activated,PERIHEART,1793,1793,1
10128,activated,PERIHEART,2048,2048,1
10147,activated,PERIHEART,2048,2048,1
10156,activated,PERIHEART,1847,1847,1
10168,activated,PERIHEART,2048,2048,1
10178,activated,PERIHEART,2048,2048,1
10188,activated,PERIHEART,2048,2048,1
10190,activated,PERIHEART,1601,1601,1
10191,activated,PERIHEART,1155,1155,1
10199,activated,PERIHEART,1824,1824,1
10203,activated,PERIHEART,2048,2048,1
10204,activated,PERIHEART,2048,2048,1
10209,activated,PERIHEART,2048,2048,1
10216,quiescent,PERIHEART,1355,1355,0
10217,quiescent,PERIHEART,1198,1198,0
10218,quiescent,PERIHEART,1096,1096,0
10219,quiescent,PERIHEART,1928,1928,0
10220,quiescent,PERIHEART,2046,2046,0
10221,quiescent,PERIHEART,2048,2048,0
10222,quiescent,PERIHEART,1512,1512,0
10223,quiescent,PERIHEART,1652,1652,0
10225,quiescent,PERIHEART,1559,1559,0
10226,quiescent,PERIHEART,2048,2048,0
10227,quiescent,PERIHEART,1297,1297,0
10229,quiescent,PERIHEART,2048,2048,0
10231,quiescent,PERIHEART,1676,1676,0
10232,quiescent,PERIHEART,1409,1409,0
10234,quiescent,PERIHEART,1373,1373,0
10235,quiescent,PERIHEART,2048,2048,0
10236,quiescent,PERIHEART,2048,2048,0
10237,quiescent,PERIHEART,1367,1367,0
10238,quiescent,PERIHEART,1962,1962,0
10239,quiescent,PERIHEART,1966,1966,0
10242,quiescent,PERIHEART,1303,1303,0
10243,quiescent,PERIHEART,537,537,0
10244,quiescent,PERIHEART,2048,2048,0
10245,quiescent,PERIHEART,1546,1546,0
10246,quiescent,PERIHEART,1229,1229,0
10247,quiescent,PERIHEART,2048,2048,0
10249,quiescent,PERIHEART,1697,1697,0
10250,quiescent,PERIHEART,1126,1126,0
10252,quiescent,PERIHEART,1041,1041,0
10253,quiescent,PERIHEART,2048,2048,0
10254,quiescent,PERIHEART,2048,2048,0
10255,quiescent,PERIHEART,2048,2048,0
10259,quiescent,PERIHEART,2048,2048,0
10260,quiescent,PERIHEART,1489,1489,0
10261,quiescent,PERIHEART,2048,2048,0
10262,quiescent,PERIHEART,1115,1115,0
10264,quiescent,PERIHEART,1651,1651,0
10265,quiescent,PERIHEART,1918,1918,0
10266,quiescent,PERIHEART,1141,1141,0
10267,quiescent,PERIHEART,1512,1512,0
10268,quiescent,PERIHEART,1532,1532,0
10270,quiescent,PERIHEART,2048,2048,0
10272,quiescent,PERIHEART,1867,1867,0
10274,quiescent,PERIHEART,2048,2048,0
10276,quiescent,PERIHEART,1525,1525,0
10277,quiescent,PERIHEART,2048,2048,0
10278,quiescent,PERIHEART,1852,1852,0
10279,quiescent,PERIHEART,1307,1307,0
10282,quiescent,PERIHEART,1876,1876,0
10283,quiescent,PERIHEART,1655,1655,0
10284,quiescent,PERIHEART,2048,2048,0
10285,quiescent,PERIHEART,1543,1543,0
10286,quiescent,PERIHEART,1825,1825,0
10287,quiescent,PERIHEART,1782,1782,0
10288,quiescent,PERIHEART,1606,1606,0
10289,quiescent,PERIHEART,1672,1672,0
10290,quiescent,PERIHEART,1483,1483,0
10291,quiescent,PERIHEART,2048,2048,0
10292,quiescent,PERIHEART,1761,1761,0
10293,quiescent,PERIHEART,1273,1273,0
10294,quiescent,PERIHEART,1499,1499,0
10297,quiescent,PERIHEART,1895,1895,0
10298,quiescent,PERIHEART,2048,2048,0
10299,quiescent,PERIHEART,1012,1012,0
10300,quiescent,PERIHEART,1476,1476,0
10301,quiescent,PERIHEART,2048,2048,0
10302,quiescent,PERIHEART,1790,1790,0
10303,quiescent,PERIHEART,1196,1196,0
10304,quiescent,PERIHEART,2048,2048,0
10305,quiescent,PERIHEART,1997,1997,0
10307,quiescent,PERIHEART,2048,2048,0
10309,quiescent,PERIHEART,2048,2048,0
10310,quiescent,PERIHEART,1094,1094,0
10312,quiescent,PERIHEART,1784,1784,0
10314,quiescent,PERIHEART,2048,2048,0
10315,quiescent,PERIHEART,1527,1527,0
10316,quiescent,PERIHEART,1503,1503,0
10317,quiescent,PERIHEART,2048,2048,0
10320,quiescent,PERIHEART,1234,1234,0
10321,quiescent,PERIHEART,944,944,0
10322,quiescent,PERIHEART,980,980,0
10324,quiescent,PERIHEART,1293,1293,0
10325,quiescent,PERIHEART,1946,1946,0
10329,quiescent,PERIHEART,1310,1310,0
10330,quiescent,PERIHEART,1400,1400,0
10331,quiescent,PERIHEART,1362,1362,0
10332,quiescent,PERIHEART,1671,1671,0
10333,quiescent,PERIHEART,1725,1725,0
10334,quiescent,PERIHEART,1967,1967,0
10335,quiescent,PERIHEART,1032,1032,0
10336,quiescent,PERIHEART,1155,1155,0
10337,quiescent,PERIHEART,807,807,0
10338,quiescent,PERIHEART,1953,1953,0
10339,quiescent,PERIHEART,1650,1650,0
10340,quiescent,PERIHEART,2048,2048,0
10341,quiescent,PERIHEART,2048,2048,0
10342,quiescent,PERIHEART,2048,2048,0
10343,quiescent,PERIHEART,1359,1359,0
10344,quiescent,PERIHEART,1743,1743,0
10345,quiescent,PERIHEART,2048,2048,0
10346,quiescent,PERIHEART,1956,1956,0
10347,quiescent,PERIHEART,2048,2048,0
10348,quiescent,PERIHEART,634,634,0
10349,quiescent,PERIHEART,1993,1993,0
10351,quiescent,PERIHEART,1102,1102,0
10352,quiescent,PERIHEART,1548,1548,0
10353,quiescent,PERIHEART,1357,1357,0
10354,quiescent,PERIHEART,1660,1660,0
10356,quiescent,PERIHEART,1546,1546,0
10357,quiescent,PERIHEART,1406,1406,0
10359,quiescent,PERIHEART,1646,1646,0
10362,quiescent,PERIHEART,2048,2048,0
10363,quiescent,PERIHEART,753,753,0
10364,quiescent,PERIHEART,1283,1283,0
10366,quiescent,PERIHEART,1298,1298,0
10367,quiescent,PERIHEART,1637,1637,0
10368,quiescent,PERIHEART,2048,2048,0
10369,quiescent,PERIHEART,1609,1609,0
10370,quiescent,PERIHEART,2048,2048,0
10372,quiescent,PERIHEART,1212,1212,0
10374,quiescent,PERIHEART,1099,1099,0
10375,quiescent,PERIHEART,1460,1460,0
10376,quiescent,PERIHEART,1579,1579,0
10377,quiescent,PERIHEART,1818,1818,0
10379,quiescent,PERIHEART,1745,1745,0
10380,quiescent,PERIHEART,2048,2048,0
10381,quiescent,PERIHEART,1221,1221,0
10382,quiescent,PERIHEART,1546,1546,0
10383,quiescent,PERIHEART,1476,1476,0
10384,quiescent,PERIHEART,1515,1515,0
