,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensembl_id
ENSG00000171017,False,LRRC8E,NCBITaxon:9606,gene,820,protein_coding,ENSG00000171017
ENSG00000130584,False,ZBTB46,NCBITaxon:9606,gene,2287,protein_coding,ENSG00000130584
ENSG00000179965,False,ZNF771,NCBITaxon:9606,gene,1761,protein_coding,ENSG00000179965
ENSG00000187678,False,SPRY4,NCBITaxon:9606,gene,2739,protein_coding,ENSG00000187678
ENSG00000125611,False,CHCHD5,NCBITaxon:9606,gene,554,protein_coding,ENSG00000125611
ENSG00000215277,False,RNF212B,NCBITaxon:9606,gene,495,protein_coding,ENSG00000215277
ENSG00000253509,False,ENSG00000253509,NCBITaxon:9606,gene,255,lncRNA,ENSG00000253509
ENSG00000077235,False,GTF3C1,NCBITaxon:9606,gene,721,protein_coding,ENSG00000077235
ENSG00000184788,False,SATL1,NCBITaxon:9606,gene,3081,protein_coding,ENSG00000184788
ENSG00000065883,False,CDK13,NCBITaxon:9606,gene,2672,protein_coding,ENSG00000065883
ENSG00000287370,False,ENSG00000287370,NCBITaxon:9606,gene,653,lncRNA,ENSG00000287370
ENSG00000287452,False,ENSG00000287452,NCBITaxon:9606,gene,1038,lncRNA,ENSG00000287452
ENSG00000253741,False,LNCOC1,NCBITaxon:9606,gene,1533,lncRNA,ENSG00000253741
ENSG00000165487,False,MICU2,NCBITaxon:9606,gene,789,protein_coding,ENSG00000165487
ENSG00000134551,False,PRH2,NCBITaxon:9606,gene,641,protein_coding,ENSG00000134551
ENSG00000155275,False,TRMT44,NCBITaxon:9606,gene,775,protein_coding,ENSG00000155275
ENSG00000154451,False,GBP5,NCBITaxon:9606,gene,4112,protein_coding,ENSG00000154451
ENSG00000011201,False,ANOS1,NCBITaxon:9606,gene,797,protein_coding,ENSG00000011201
ENSG00000213638,False,ADAT3,NCBITaxon:9606,gene,1291,protein_coding,ENSG00000213638
ENSG00000283423,False,ENSG00000283423,NCBITaxon:9606,gene,581,lncRNA,ENSG00000283423
ENSG00000171487,False,NLRP5,NCBITaxon:9606,gene,2276,protein_coding,ENSG00000171487
ENSG00000160888,False,IER2,NCBITaxon:9606,gene,2110,protein_coding,ENSG00000160888
ENSG00000196344,False,ADH7,NCBITaxon:9606,gene,1372,protein_coding,ENSG00000196344
ENSG00000156127,False,BATF,NCBITaxon:9606,gene,617,protein_coding,ENSG00000156127
ENSG00000275741,False,ENSG00000275741,NCBITaxon:9606,gene,831,lncRNA,ENSG00000275741
ENSG00000165626,False,BEND7,NCBITaxon:9606,gene,2239,protein_coding,ENSG00000165626
ENSG00000138785,False,INTS12,NCBITaxon:9606,gene,689,protein_coding,ENSG00000138785
ENSG00000274259,False,SYNGAP1-AS1,NCBITaxon:9606,gene,919,lncRNA,ENSG00000274259
ENSG00000171759,False,PAH,NCBITaxon:9606,gene,663,protein_coding,ENSG00000171759
ENSG00000255491,False,ENSG00000255491,NCBITaxon:9606,gene,1343,lncRNA,ENSG00000255491
ENSG00000282057,False,ENSG00000282057,NCBITaxon:9606,gene,517,lncRNA,ENSG00000282057
ENSG00000153214,False,TMEM87B,NCBITaxon:9606,gene,3850,protein_coding,ENSG00000153214
ENSG00000253339,False,ENSG00000253339,NCBITaxon:9606,gene,2059,lncRNA,ENSG00000253339
ENSG00000255121,False,CENATAC-DT,NCBITaxon:9606,gene,956,lncRNA,ENSG00000255121
ENSG00000144120,False,TMEM177,NCBITaxon:9606,gene,1281,protein_coding,ENSG00000144120
ENSG00000257653,False,ENSG00000257653,NCBITaxon:9606,gene,713,lncRNA,ENSG00000257653
ENSG00000149218,False,ENDOD1,NCBITaxon:9606,gene,4651,protein_coding,ENSG00000149218
ENSG00000147697,False,GSDMC,NCBITaxon:9606,gene,1177,protein_coding,ENSG00000147697
ENSG00000010539,False,ZNF200,NCBITaxon:9606,gene,2690,protein_coding,ENSG00000010539
ENSG00000125726,False,CD70,NCBITaxon:9606,gene,881,protein_coding,ENSG00000125726
ENSG00000285527,False,ENSG00000285527,NCBITaxon:9606,gene,3034,lncRNA,ENSG00000285527
ENSG00000130529,False,TRPM4,NCBITaxon:9606,gene,2388,protein_coding,ENSG00000130529
ENSG00000228033,False,ENSG00000228033,NCBITaxon:9606,gene,560,lncRNA,ENSG00000228033
ENSG00000169836,False,TACR3,NCBITaxon:9606,gene,5359,protein_coding,ENSG00000169836
ENSG00000203666,False,EFCAB2,NCBITaxon:9606,gene,729,protein_coding,ENSG00000203666
ENSG00000110448,False,CD5,NCBITaxon:9606,gene,1837,protein_coding,ENSG00000110448
ENSG00000139496,False,NUP58,NCBITaxon:9606,gene,1818,protein_coding,ENSG00000139496
ENSG00000270190,False,ENSG00000270190,NCBITaxon:9606,gene,606,lncRNA,ENSG00000270190
ENSG00000272057,False,ANKH-DT,NCBITaxon:9606,gene,382,lncRNA,ENSG00000272057
ENSG00000204290,False,BTNL2,NCBITaxon:9606,gene,903,protein_coding,ENSG00000204290
ENSG00000287632,False,ENSG00000287632,NCBITaxon:9606,gene,975,lncRNA,ENSG00000287632
ENSG00000180592,False,SKIDA1,NCBITaxon:9606,gene,2059,protein_coding,ENSG00000180592
ENSG00000188820,False,CALHM6,NCBITaxon:9606,gene,746,protein_coding,ENSG00000188820
ENSG00000064490,False,RFXANK,NCBITaxon:9606,gene,865,protein_coding,ENSG00000064490
ENSG00000126950,False,TMEM35A,NCBITaxon:9606,gene,1391,protein_coding,ENSG00000126950
ENSG00000286555,False,ENSG00000286555,NCBITaxon:9606,gene,836,lncRNA,ENSG00000286555
ENSG00000137504,False,CREBZF,NCBITaxon:9606,gene,1431,protein_coding,ENSG00000137504
ENSG00000168412,False,MTNR1A,NCBITaxon:9606,gene,4720,protein_coding,ENSG00000168412
ENSG00000249115,False,HAUS5,NCBITaxon:9606,gene,2758,protein_coding,ENSG00000249115
ENSG00000248529,False,ENSG00000248529,NCBITaxon:9606,gene,664,lncRNA,ENSG00000248529
ENSG00000054938,False,CHRDL2,NCBITaxon:9606,gene,1415,protein_coding,ENSG00000054938
ENSG00000134900,False,TPP2,NCBITaxon:9606,gene,3669,protein_coding,ENSG00000134900
ENSG00000146966,False,DENND2A,NCBITaxon:9606,gene,2081,protein_coding,ENSG00000146966
ENSG00000149269,False,PAK1,NCBITaxon:9606,gene,744,protein_coding,ENSG00000149269
ENSG00000230415,False,LINC01786,NCBITaxon:9606,gene,389,lncRNA,ENSG00000230415
ENSG00000250312,False,ZNF718,NCBITaxon:9606,gene,2772,protein_coding,ENSG00000250312
ENSG00000225062,False,CATIP-AS1,NCBITaxon:9606,gene,570,lncRNA,ENSG00000225062
ENSG00000110756,False,HPS5,NCBITaxon:9606,gene,1275,protein_coding,ENSG00000110756
ENSG00000112576,False,CCND3,NCBITaxon:9606,gene,592,protein_coding,ENSG00000112576
ENSG00000260563,False,ENSG00000260563,NCBITaxon:9606,gene,1195,lncRNA,ENSG00000260563
ENSG00000121297,False,TSHZ3,NCBITaxon:9606,gene,1736,protein_coding,ENSG00000121297
ENSG00000008226,False,DLEC1,NCBITaxon:9606,gene,2841,protein_coding,ENSG00000008226
ENSG00000162947,False,LINC01931,NCBITaxon:9606,gene,562,lncRNA,ENSG00000162947
ENSG00000278901,False,ENSG00000278901,NCBITaxon:9606,gene,617,lncRNA,ENSG00000278901
ENSG00000241345,False,ENSG00000241345,NCBITaxon:9606,gene,1163,lncRNA,ENSG00000241345
ENSG00000143772,False,ITPKB,NCBITaxon:9606,gene,6063,protein_coding,ENSG00000143772
ENSG00000286803,False,ENSG00000286803,NCBITaxon:9606,gene,552,lncRNA,ENSG00000286803
ENSG00000287584,False,ENSG00000287584,NCBITaxon:9606,gene,1131,lncRNA,ENSG00000287584
ENSG00000007312,False,CD79B,NCBITaxon:9606,gene,1159,protein_coding,ENSG00000007312
ENSG00000081052,False,COL4A4,NCBITaxon:9606,gene,1112,protein_coding,ENSG00000081052
ENSG00000250764,False,ENSG00000250764,NCBITaxon:9606,gene,834,lncRNA,ENSG00000250764
ENSG00000107521,False,HPS1,NCBITaxon:9606,gene,3352,protein_coding,ENSG00000107521
ENSG00000213904,False,LIPE-AS1,NCBITaxon:9606,gene,675,lncRNA,ENSG00000213904
ENSG00000196914,False,ARHGEF12,NCBITaxon:9606,gene,2721,protein_coding,ENSG00000196914
ENSG00000183128,False,CALHM3,NCBITaxon:9606,gene,1652,protein_coding,ENSG00000183128
ENSG00000123411,False,IKZF4,NCBITaxon:9606,gene,696,protein_coding,ENSG00000123411
ENSG00000088038,False,CNOT3,NCBITaxon:9606,gene,1075,protein_coding,ENSG00000088038
ENSG00000225442,False,MPRIP-AS1,NCBITaxon:9606,gene,1058,lncRNA,ENSG00000225442
ENSG00000257038,False,ARHGEF17-AS1,NCBITaxon:9606,gene,976,lncRNA,ENSG00000257038
ENSG00000157168,False,NRG1,NCBITaxon:9606,gene,1832,protein_coding,ENSG00000157168
ENSG00000147432,False,CHRNB3,NCBITaxon:9606,gene,554,protein_coding,ENSG00000147432
ENSG00000051128,False,HOMER3,NCBITaxon:9606,gene,942,protein_coding,ENSG00000051128
ENSG00000165841,False,CYP2C19,NCBITaxon:9606,gene,2634,protein_coding,ENSG00000165841
ENSG00000129810,False,SGO1,NCBITaxon:9606,gene,1213,protein_coding,ENSG00000129810
ENSG00000215014,False,SSU72-AS1,NCBITaxon:9606,gene,1486,lncRNA,ENSG00000215014
ENSG00000158850,False,B4GALT3,NCBITaxon:9606,gene,839,protein_coding,ENSG00000158850
ENSG00000100823,False,APEX1,NCBITaxon:9606,gene,802,protein_coding,ENSG00000100823
ENSG00000241098,False,LINC01994,NCBITaxon:9606,gene,671,lncRNA,ENSG00000241098
ENSG00000119715,False,ESRRB,NCBITaxon:9606,gene,2192,protein_coding,ENSG00000119715
ENSG00000223381,False,LINC02661,NCBITaxon:9606,gene,501,lncRNA,ENSG00000223381
ENSG00000165238,False,WNK2,NCBITaxon:9606,gene,2258,protein_coding,ENSG00000165238
ENSG00000236653,False,LINC01923,NCBITaxon:9606,gene,707,lncRNA,ENSG00000236653
ENSG00000251205,False,ENSG00000251205,NCBITaxon:9606,gene,714,lncRNA,ENSG00000251205
ENSG00000250295,False,RDH10-AS1,NCBITaxon:9606,gene,482,lncRNA,ENSG00000250295
ENSG00000160783,False,PMF1,NCBITaxon:9606,gene,976,protein_coding,ENSG00000160783
ENSG00000250934,False,ENSG00000250934,NCBITaxon:9606,gene,776,lncRNA,ENSG00000250934
ENSG00000114554,False,PLXNA1,NCBITaxon:9606,gene,1315,protein_coding,ENSG00000114554
ENSG00000099834,False,CDHR5,NCBITaxon:9606,gene,1311,protein_coding,ENSG00000099834
ENSG00000259234,False,ANKRD34C-AS1,NCBITaxon:9606,gene,1094,lncRNA,ENSG00000259234
ENSG00000123096,False,SSPN,NCBITaxon:9606,gene,579,protein_coding,ENSG00000123096
ENSG00000188573,False,FBLL1,NCBITaxon:9606,gene,1330,protein_coding,ENSG00000188573
ENSG00000166762,False,CATSPER2,NCBITaxon:9606,gene,1032,protein_coding,ENSG00000166762
ENSG00000162430,False,SELENON,NCBITaxon:9606,gene,3122,protein_coding,ENSG00000162430
ENSG00000250697,False,ENSG00000250697,NCBITaxon:9606,gene,712,lncRNA,ENSG00000250697
ENSG00000140285,False,FGF7,NCBITaxon:9606,gene,1133,protein_coding,ENSG00000140285
ENSG00000259678,False,ENSG00000259678,NCBITaxon:9606,gene,560,lncRNA,ENSG00000259678
ENSG00000253420,False,ENSG00000253420,NCBITaxon:9606,gene,649,lncRNA,ENSG00000253420
ENSG00000250001,False,ENSG00000250001,NCBITaxon:9606,gene,543,lncRNA,ENSG00000250001
ENSG00000253955,False,LINC02995,NCBITaxon:9606,gene,1777,lncRNA,ENSG00000253955
ENSG00000144909,False,OSBPL11,NCBITaxon:9606,gene,4598,protein_coding,ENSG00000144909
ENSG00000248789,False,LINC02118,NCBITaxon:9606,gene,413,lncRNA,ENSG00000248789
ENSG00000167916,False,KRT24,NCBITaxon:9606,gene,1883,protein_coding,ENSG00000167916
ENSG00000258779,False,LOHAN2,NCBITaxon:9606,gene,1282,lncRNA,ENSG00000258779
ENSG00000235790,False,PEF1-AS1,NCBITaxon:9606,gene,667,lncRNA,ENSG00000235790
ENSG00000156232,False,WHAMM,NCBITaxon:9606,gene,2889,protein_coding,ENSG00000156232
ENSG00000221923,False,ZNF880,NCBITaxon:9606,gene,554,protein_coding,ENSG00000221923
ENSG00000145217,False,SLC26A1,NCBITaxon:9606,gene,1111,protein_coding,ENSG00000145217
ENSG00000144331,False,ZNF385B,NCBITaxon:9606,gene,843,protein_coding,ENSG00000144331
ENSG00000249267,False,LINC00939,NCBITaxon:9606,gene,1090,lncRNA,ENSG00000249267
ENSG00000105376,False,ICAM5,NCBITaxon:9606,gene,928,protein_coding,ENSG00000105376
ENSG00000110880,False,CORO1C,NCBITaxon:9606,gene,804,protein_coding,ENSG00000110880
ENSG00000246308,False,ENSG00000246308,NCBITaxon:9606,gene,574,lncRNA,ENSG00000246308
ENSG00000116194,False,ANGPTL1,NCBITaxon:9606,gene,2289,protein_coding,ENSG00000116194
ENSG00000101353,False,MROH8,NCBITaxon:9606,gene,2043,protein_coding,ENSG00000101353
ENSG00000114547,False,ROPN1B,NCBITaxon:9606,gene,775,protein_coding,ENSG00000114547
ENSG00000128268,False,MGAT3,NCBITaxon:9606,gene,569,protein_coding,ENSG00000128268
ENSG00000066933,False,MYO9A,NCBITaxon:9606,gene,670,protein_coding,ENSG00000066933
ENSG00000225891,False,DHDDS-AS1,NCBITaxon:9606,gene,767,lncRNA,ENSG00000225891
ENSG00000011295,False,TTC19,NCBITaxon:9606,gene,1134,protein_coding,ENSG00000011295
ENSG00000204380,False,PKP4-AS1,NCBITaxon:9606,gene,1229,lncRNA,ENSG00000204380
ENSG00000107105,False,ELAVL2,NCBITaxon:9606,gene,3030,protein_coding,ENSG00000107105
ENSG00000280071,False,ENSG00000280071,NCBITaxon:9606,gene,1584,artifact,ENSG00000280071
ENSG00000141519,False,CCDC40,NCBITaxon:9606,gene,653,protein_coding,ENSG00000141519
ENSG00000261744,False,ZFPM1-AS1,NCBITaxon:9606,gene,733,lncRNA,ENSG00000261744
ENSG00000173705,False,SUSD5,NCBITaxon:9606,gene,2665,protein_coding,ENSG00000173705
ENSG00000145029,False,NICN1,NCBITaxon:9606,gene,1271,protein_coding,ENSG00000145029
ENSG00000185837,False,HDHD5-AS1,NCBITaxon:9606,gene,505,lncRNA,ENSG00000185837
ENSG00000105397,False,TYK2,NCBITaxon:9606,gene,2296,protein_coding,ENSG00000105397
ENSG00000223646,False,LINC03076,NCBITaxon:9606,gene,936,lncRNA,ENSG00000223646
ENSG00000198730,False,CTR9,NCBITaxon:9606,gene,902,protein_coding,ENSG00000198730
ENSG00000286127,False,ENSG00000286127,NCBITaxon:9606,gene,1138,lncRNA,ENSG00000286127
ENSG00000170260,False,ZNF212,NCBITaxon:9606,gene,637,protein_coding,ENSG00000170260
ENSG00000091947,False,TMEM101,NCBITaxon:9606,gene,637,protein_coding,ENSG00000091947
ENSG00000243613,False,ENSG00000243613,NCBITaxon:9606,gene,235,lncRNA,ENSG00000243613
ENSG00000233479,False,ENSG00000233479,NCBITaxon:9606,gene,607,lncRNA,ENSG00000233479
ENSG00000047578,False,KATNIP,NCBITaxon:9606,gene,658,protein_coding,ENSG00000047578
ENSG00000254119,False,LINC02842,NCBITaxon:9606,gene,623,lncRNA,ENSG00000254119
ENSG00000107679,False,PLEKHA1,NCBITaxon:9606,gene,3722,protein_coding,ENSG00000107679
ENSG00000204054,False,LINC00963,NCBITaxon:9606,gene,1230,lncRNA,ENSG00000204054
ENSG00000134830,False,C5AR2,NCBITaxon:9606,gene,4003,protein_coding,ENSG00000134830
ENSG00000287637,False,ENSG00000287637,NCBITaxon:9606,gene,2260,lncRNA,ENSG00000287637
ENSG00000172939,False,OXSR1,NCBITaxon:9606,gene,1175,protein_coding,ENSG00000172939
ENSG00000189060,False,H1-0,NCBITaxon:9606,gene,2204,protein_coding,ENSG00000189060
ENSG00000181826,False,RELL1,NCBITaxon:9606,gene,1326,protein_coding,ENSG00000181826
ENSG00000256128,False,LINC00944,NCBITaxon:9606,gene,631,lncRNA,ENSG00000256128
ENSG00000077274,False,CAPN6,NCBITaxon:9606,gene,3532,protein_coding,ENSG00000077274
ENSG00000224038,False,ENSG00000224038,NCBITaxon:9606,gene,965,lncRNA,ENSG00000224038
ENSG00000223838,False,ENSG00000223838,NCBITaxon:9606,gene,592,lncRNA,ENSG00000223838
ENSG00000134242,False,PTPN22,NCBITaxon:9606,gene,2258,protein_coding,ENSG00000134242
ENSG00000140153,False,WDR20,NCBITaxon:9606,gene,708,protein_coding,ENSG00000140153
ENSG00000165682,False,CLEC1B,NCBITaxon:9606,gene,826,protein_coding,ENSG00000165682
ENSG00000227782,False,ENSG00000227782,NCBITaxon:9606,gene,802,lncRNA,ENSG00000227782
ENSG00000234235,False,BOK-AS1,NCBITaxon:9606,gene,636,lncRNA,ENSG00000234235
ENSG00000151726,False,ACSL1,NCBITaxon:9606,gene,3638,protein_coding,ENSG00000151726
ENSG00000187147,False,RNF220,NCBITaxon:9606,gene,916,protein_coding,ENSG00000187147
ENSG00000172349,False,IL16,NCBITaxon:9606,gene,2397,protein_coding,ENSG00000172349
ENSG00000149582,False,TMEM25,NCBITaxon:9606,gene,701,protein_coding,ENSG00000149582
ENSG00000100292,False,HMOX1,NCBITaxon:9606,gene,1088,protein_coding,ENSG00000100292
ENSG00000274070,False,CASTOR2,NCBITaxon:9606,gene,4454,protein_coding,ENSG00000274070
ENSG00000227193,False,ENSG00000227193,NCBITaxon:9606,gene,802,lncRNA,ENSG00000227193
ENSG00000055147,False,FAM114A2,NCBITaxon:9606,gene,609,protein_coding,ENSG00000055147
ENSG00000111725,False,PRKAB1,NCBITaxon:9606,gene,1046,protein_coding,ENSG00000111725
ENSG00000154319,False,FAM167A,NCBITaxon:9606,gene,1222,protein_coding,ENSG00000154319
ENSG00000123684,False,LPGAT1,NCBITaxon:9606,gene,1237,protein_coding,ENSG00000123684
ENSG00000226409,False,ENSG00000226409,NCBITaxon:9606,gene,894,lncRNA,ENSG00000226409
ENSG00000171766,False,GATM,NCBITaxon:9606,gene,1107,protein_coding,ENSG00000171766
ENSG00000082781,False,ITGB5,NCBITaxon:9606,gene,789,protein_coding,ENSG00000082781
ENSG00000143653,False,SCCPDH,NCBITaxon:9606,gene,2141,protein_coding,ENSG00000143653
ENSG00000153310,False,CYRIB,NCBITaxon:9606,gene,699,protein_coding,ENSG00000153310
ENSG00000164946,False,FREM1,NCBITaxon:9606,gene,1118,protein_coding,ENSG00000164946
ENSG00000073536,False,NLE1,NCBITaxon:9606,gene,1107,protein_coding,ENSG00000073536
ENSG00000130382,False,MLLT1,NCBITaxon:9606,gene,1381,protein_coding,ENSG00000130382
ENSG00000109084,False,TMEM97,NCBITaxon:9606,gene,1075,protein_coding,ENSG00000109084
ENSG00000274758,False,ENSG00000274758,NCBITaxon:9606,gene,203,lncRNA,ENSG00000274758
ENSG00000115685,False,PPP1R7,NCBITaxon:9606,gene,824,protein_coding,ENSG00000115685
ENSG00000286387,False,ENSG00000286387,NCBITaxon:9606,gene,2188,lncRNA,ENSG00000286387
ENSG00000197345,False,MRPL21,NCBITaxon:9606,gene,677,protein_coding,ENSG00000197345
ENSG00000259380,False,LINC02895,NCBITaxon:9606,gene,1132,lncRNA,ENSG00000259380
ENSG00000227527,False,ENSG00000227527,NCBITaxon:9606,gene,661,lncRNA,ENSG00000227527
ENSG00000115274,False,INO80B,NCBITaxon:9606,gene,689,protein_coding,ENSG00000115274
ENSG00000181800,False,CELF2-AS1,NCBITaxon:9606,gene,669,lncRNA,ENSG00000181800
ENSG00000164308,False,ERAP2,NCBITaxon:9606,gene,2407,protein_coding,ENSG00000164308
ENSG00000287367,False,ENSG00000287367,NCBITaxon:9606,gene,837,lncRNA,ENSG00000287367
ENSG00000137691,False,CFAP300,NCBITaxon:9606,gene,845,protein_coding,ENSG00000137691
ENSG00000157927,False,RADIL,NCBITaxon:9606,gene,1525,protein_coding,ENSG00000157927
ENSG00000025434,False,NR1H3,NCBITaxon:9606,gene,780,protein_coding,ENSG00000025434
ENSG00000254531,False,ENSG00000254531,NCBITaxon:9606,gene,1080,lncRNA,ENSG00000254531
ENSG00000250993,False,ENSG00000250993,NCBITaxon:9606,gene,539,lncRNA,ENSG00000250993
ENSG00000204315,False,FKBPL,NCBITaxon:9606,gene,1342,protein_coding,ENSG00000204315
ENSG00000183281,False,PLGLB1,NCBITaxon:9606,gene,771,protein_coding,ENSG00000183281
ENSG00000239314,False,MORC1-AS1,NCBITaxon:9606,gene,633,lncRNA,ENSG00000239314
ENSG00000198089,False,SFI1,NCBITaxon:9606,gene,719,protein_coding,ENSG00000198089
ENSG00000236045,False,ENSG00000236045,NCBITaxon:9606,gene,727,lncRNA,ENSG00000236045
ENSG00000115665,False,SLC5A7,NCBITaxon:9606,gene,3599,protein_coding,ENSG00000115665
ENSG00000230696,False,ENSG00000230696,NCBITaxon:9606,gene,610,lncRNA,ENSG00000230696
ENSG00000125812,False,GZF1,NCBITaxon:9606,gene,795,protein_coding,ENSG00000125812
ENSG00000164088,False,PPM1M,NCBITaxon:9606,gene,1790,protein_coding,ENSG00000164088
ENSG00000253702,False,LINC02847,NCBITaxon:9606,gene,922,lncRNA,ENSG00000253702
ENSG00000256223,False,ZNF10,NCBITaxon:9606,gene,619,protein_coding,ENSG00000256223
ENSG00000226320,False,LINC01811,NCBITaxon:9606,gene,701,lncRNA,ENSG00000226320
ENSG00000198812,False,LRRC10,NCBITaxon:9606,gene,2344,protein_coding,ENSG00000198812
ENSG00000150991,False,UBC,NCBITaxon:9606,gene,582,protein_coding,ENSG00000150991
ENSG00000260635,False,ENSG00000260635,NCBITaxon:9606,gene,423,lncRNA,ENSG00000260635
ENSG00000132938,False,MTUS2,NCBITaxon:9606,gene,876,protein_coding,ENSG00000132938
ENSG00000280798,False,LINC00294,NCBITaxon:9606,gene,3306,lncRNA,ENSG00000280798
ENSG00000235823,False,OLMALINC,NCBITaxon:9606,gene,1185,lncRNA,ENSG00000235823
ENSG00000253238,False,ENSG00000253238,NCBITaxon:9606,gene,814,lncRNA,ENSG00000253238
ENSG00000143473,False,KCNH1,NCBITaxon:9606,gene,3445,protein_coding,ENSG00000143473
ENSG00000233616,False,ENSG00000233616,NCBITaxon:9606,gene,397,lncRNA,ENSG00000233616
ENSG00000245812,False,LINC02202,NCBITaxon:9606,gene,773,lncRNA,ENSG00000245812
ENSG00000260920,False,ENSG00000260920,NCBITaxon:9606,gene,2449,lncRNA,ENSG00000260920
ENSG00000134779,False,TPGS2,NCBITaxon:9606,gene,936,protein_coding,ENSG00000134779
ENSG00000139629,False,GALNT6,NCBITaxon:9606,gene,567,protein_coding,ENSG00000139629
ENSG00000236830,False,CBR3-AS1,NCBITaxon:9606,gene,985,lncRNA,ENSG00000236830
ENSG00000125149,False,PHAF1,NCBITaxon:9606,gene,768,protein_coding,ENSG00000125149
ENSG00000103187,False,COTL1,NCBITaxon:9606,gene,1229,protein_coding,ENSG00000103187
ENSG00000261325,False,LINC02192,NCBITaxon:9606,gene,937,lncRNA,ENSG00000261325
ENSG00000070444,False,MNT,NCBITaxon:9606,gene,580,protein_coding,ENSG00000070444
ENSG00000260715,False,ENSG00000260715,NCBITaxon:9606,gene,1406,lncRNA,ENSG00000260715
ENSG00000108639,False,SYNGR2,NCBITaxon:9606,gene,1553,protein_coding,ENSG00000108639
ENSG00000156535,False,CD109,NCBITaxon:9606,gene,9031,protein_coding,ENSG00000156535
ENSG00000259082,False,LINC02314,NCBITaxon:9606,gene,668,lncRNA,ENSG00000259082
ENSG00000154263,False,ABCA10,NCBITaxon:9606,gene,1311,protein_coding,ENSG00000154263
ENSG00000250734,False,ENSG00000250734,NCBITaxon:9606,gene,535,lncRNA,ENSG00000250734
ENSG00000166289,False,PLEKHF1,NCBITaxon:9606,gene,1032,protein_coding,ENSG00000166289
ENSG00000253428,False,LINC01942,NCBITaxon:9606,gene,886,lncRNA,ENSG00000253428
ENSG00000182004,False,SNRPE,NCBITaxon:9606,gene,505,protein_coding,ENSG00000182004
ENSG00000261420,False,MPC1-DT,NCBITaxon:9606,gene,1636,lncRNA,ENSG00000261420
ENSG00000172809,False,RPL38,NCBITaxon:9606,gene,481,protein_coding,ENSG00000172809
ENSG00000268912,False,ENSG00000268912,NCBITaxon:9606,gene,2517,lncRNA,ENSG00000268912
ENSG00000231407,False,GORAB-AS1,NCBITaxon:9606,gene,867,lncRNA,ENSG00000231407
ENSG00000075618,False,FSCN1,NCBITaxon:9606,gene,713,protein_coding,ENSG00000075618
ENSG00000175582,False,RAB6A,NCBITaxon:9606,gene,931,protein_coding,ENSG00000175582
ENSG00000213064,False,SFT2D2,NCBITaxon:9606,gene,869,protein_coding,ENSG00000213064
ENSG00000166106,False,ADAMTS15,NCBITaxon:9606,gene,6006,protein_coding,ENSG00000166106
ENSG00000271983,False,ENSG00000271983,NCBITaxon:9606,gene,492,lncRNA,ENSG00000271983
ENSG00000131873,False,CHSY1,NCBITaxon:9606,gene,691,protein_coding,ENSG00000131873
ENSG00000267128,False,RNF157-AS1,NCBITaxon:9606,gene,784,lncRNA,ENSG00000267128
ENSG00000163833,False,FBXO40,NCBITaxon:9606,gene,5669,protein_coding,ENSG00000163833
ENSG00000174469,False,CNTNAP2,NCBITaxon:9606,gene,1865,protein_coding,ENSG00000174469
ENSG00000101213,False,PTK6,NCBITaxon:9606,gene,2677,protein_coding,ENSG00000101213
ENSG00000138735,False,PDE5A,NCBITaxon:9606,gene,693,protein_coding,ENSG00000138735
ENSG00000068078,False,FGFR3,NCBITaxon:9606,gene,2512,protein_coding,ENSG00000068078
ENSG00000285902,False,ENSG00000285902,NCBITaxon:9606,gene,1135,lncRNA,ENSG00000285902
ENSG00000285219,False,HULC,NCBITaxon:9606,gene,1296,lncRNA,ENSG00000285219
ENSG00000164151,False,ICE1,NCBITaxon:9606,gene,1074,protein_coding,ENSG00000164151
ENSG00000197594,False,ENPP1,NCBITaxon:9606,gene,1312,protein_coding,ENSG00000197594
ENSG00000261094,False,ENSG00000261094,NCBITaxon:9606,gene,843,lncRNA,ENSG00000261094
ENSG00000152219,False,ARL14EP,NCBITaxon:9606,gene,1480,protein_coding,ENSG00000152219
ENSG00000106804,False,C5,NCBITaxon:9606,gene,5464,protein_coding,ENSG00000106804
ENSG00000104899,False,AMH,NCBITaxon:9606,gene,1686,protein_coding,ENSG00000104899
ENSG00000130383,False,FUT5,NCBITaxon:9606,gene,1952,protein_coding,ENSG00000130383
ENSG00000138131,False,LOXL4,NCBITaxon:9606,gene,3597,protein_coding,ENSG00000138131
ENSG00000227297,False,ENSG00000227297,NCBITaxon:9606,gene,823,lncRNA,ENSG00000227297
ENSG00000267779,False,LINC01533,NCBITaxon:9606,gene,1068,lncRNA,ENSG00000267779
ENSG00000145293,False,ENOPH1,NCBITaxon:9606,gene,1874,protein_coding,ENSG00000145293
ENSG00000287306,False,ENSG00000287306,NCBITaxon:9606,gene,2923,lncRNA,ENSG00000287306
ENSG00000169926,False,KLF13,NCBITaxon:9606,gene,489,protein_coding,ENSG00000169926
ENSG00000197774,False,EME2,NCBITaxon:9606,gene,2567,protein_coding,ENSG00000197774
ENSG00000147224,False,PRPS1,NCBITaxon:9606,gene,549,protein_coding,ENSG00000147224
ENSG00000111344,False,RASAL1,NCBITaxon:9606,gene,2647,protein_coding,ENSG00000111344
ENSG00000065135,False,GNAI3,NCBITaxon:9606,gene,9044,protein_coding,ENSG00000065135
ENSG00000287373,False,ENSG00000287373,NCBITaxon:9606,gene,1240,lncRNA,ENSG00000287373
